# nside 64 NESTED
pix_id,ra_deg,dec_deg,probability
0,45.0,0.5968418305070173,2.599732139978081e-08
1,45.703125,1.1937484371410676,2.599732139978081e-08
2,44.296875,1.1937484371410676,2.599732139978081e-08
3,45.0,1.7907846593289491,2.599732139978081e-08
4,46.40625,1.7907846593289491,2.599732139978081e-08
5,47.109375,2.388015463268772,2.599732139978081e-08
6,45.703125,2.388015463268772,2.599732139978081e-08
7,46.40625,2.9855060057465295,2.599732139978081e-08
8,43.59374999999999,1.7907846593289491,2.599732139978081e-08
9,44.296875,2.388015463268772,2.599732139978081e-08
10,42.89062499999999,2.388015463268772,2.599732139978081e-08
11,43.59374999999999,2.9855060057465295,2.599732139978081e-08
12,45.0,2.9855060057465295,2.599732139978081e-08
13,45.703125,3.5833216984719627,2.599732139978081e-08
14,44.296875,3.5833216984719627,2.599732139978081e-08
15,45.0,4.181528273111482,2.599732139978081e-08
16,47.8125,2.9855060057465295,5.312551775877763e-08
17,48.51562499999999,3.5833216984719627,5.312551775877763e-08
18,47.109375,3.5833216984719627,5.312551775877763e-08
19,47.8125,4.181528273111482,5.312551775877763e-08
20,49.21875,4.181528273111482,5.312551775877763e-08
21,49.92187499999999,4.780191847199163,5.312551775877763e-08
22,48.51562499999999,4.780191847199163,5.312551775877763e-08
23,49.21875,5.379378991112077,5.312551775877763e-08
24,46.40625,4.181528273111482,5.312551775877763e-08
25,47.109375,4.780191847199163,5.312551775877763e-08
26,45.703125,4.780191847199163,5.312551775877763e-08
27,46.40625,5.379378991112077,5.312551775877763e-08
28,47.8125,5.379378991112077,5.312551775877763e-08
29,48.51562499999999,5.979156796301311,5.312551775877763e-08
30,47.109375,5.979156796301311,5.312551775877763e-08
31,47.8125,6.579592944977634,5.312551775877763e-08
32,42.1875,2.9855060057465295,4.381010975091232e-07
33,42.89062499999999,3.5833216984719627,4.381010975091232e-07
34,41.484375,3.5833216984719627,4.381010975091232e-07
35,42.1875,4.181528273111482,4.381010975091232e-07
36,43.59374999999999,4.181528273111482,4.381010975091232e-07
37,44.296875,4.780191847199163,4.381010975091232e-07
38,42.89062499999999,4.780191847199163,4.381010975091232e-07
39,43.59374999999999,5.379378991112077,4.381010975091232e-07
40,40.78124999999999,4.181528273111482,4.381010975091232e-07
41,41.484375,4.780191847199163,4.381010975091232e-07
42,40.078125,4.780191847199163,4.381010975091232e-07
43,40.78124999999999,5.379378991112077,4.381010975091232e-07
44,42.1875,5.379378991112077,4.381010975091232e-07
45,42.89062499999999,5.979156796301311,4.381010975091232e-07
46,41.484375,5.979156796301311,4.381010975091232e-07
47,42.1875,6.579592944977634,4.381010975091232e-07
48,45.0,5.379378991112077,5.756655913966501e-07
49,45.703125,5.979156796301311,5.756655913966501e-07
50,44.296875,5.979156796301311,5.756655913966501e-07
51,45.0,6.579592944977634,5.756655913966501e-07
52,46.40625,6.579592944977634,5.756655913966501e-07
53,47.109375,7.180755781458274,5.756655913966501e-07
54,45.703125,7.180755781458274,5.756655913966501e-07
55,46.40625,7.782714385390946,5.756655913966501e-07
56,43.59374999999999,6.579592944977634,5.756655913966501e-07
57,44.296875,7.180755781458274,5.756655913966501e-07
58,42.89062499999999,7.180755781458274,5.756655913966501e-07
59,43.59374999999999,7.782714385390946,5.756655913966501e-07
60,45.0,7.782714385390946,5.756655913966501e-07
61,45.703125,8.385538647081319,5.756655913966501e-07
62,44.296875,8.385538647081319,5.756655913966501e-07
63,45.0,8.989299345162806,5.756655913966501e-07
64,50.62499999999999,5.379378991112077,2.3234782307866135e-08
65,51.32812500000001,5.979156796301311,2.3234782307866135e-08
66,49.92187499999999,5.979156796301311,2.3234782307866135e-08
67,50.62499999999999,6.579592944977634,2.3234782307866135e-08
68,52.03125,6.579592944977634,2.3234782307866135e-08
69,52.734375,7.180755781458274,2.3234782307866135e-08
70,51.32812500000001,7.180755781458274,2.3234782307866135e-08
71,52.03125,7.782714385390946,2.3234782307866135e-08
72,49.21875,6.579592944977634,2.3234782307866135e-08
73,49.92187499999999,7.180755781458274,2.3234782307866135e-08
74,48.51562499999999,7.180755781458274,2.3234782307866135e-08
75,49.21875,7.782714385390946,2.3234782307866135e-08
76,50.62499999999999,7.782714385390946,2.3234782307866135e-08
77,51.32812500000001,8.385538647081319,2.3234782307866135e-08
78,49.92187499999999,8.385538647081319,2.3234782307866135e-08
79,50.62499999999999,8.989299345162806,2.3234782307866135e-08
80,53.4375,7.782714385390946,2.2049132418148207e-08
81,54.140625,8.385538647081319,2.2049132418148207e-08
82,52.734375,8.385538647081319,2.2049132418148207e-08
83,53.4375,8.989299345162806,2.2049132418148207e-08
84,54.84375,8.989299345162806,2.2049132418148207e-08
85,55.54687499999999,9.594068226860458,2.2049132418148207e-08
86,54.140625,9.594068226860458,2.2049132418148207e-08
87,54.84375,10.199918091116302,2.2049132418148207e-08
88,52.03125,8.989299345162806,2.2049132418148207e-08
89,52.734375,9.594068226860458,2.2049132418148207e-08
90,51.32812500000001,9.594068226860458,2.2049132418148207e-08
91,52.03125,10.199918091116302,2.2049132418148207e-08
92,53.4375,10.199918091116302,2.2049132418148207e-08
93,54.140625,10.806922874860334,2.2049132418148207e-08
94,52.734375,10.806922874860334,2.2049132418148207e-08
95,53.4375,11.415157742730486,2.2049132418148207e-08
96,47.8125,7.782714385390946,2.816553614739151e-07
97,48.51562499999999,8.385538647081319,2.816553614739151e-07
98,47.109375,8.385538647081319,2.816553614739151e-07
99,47.8125,8.989299345162806,2.816553614739151e-07
100,49.21875,8.989299345162806,2.816553614739151e-07
101,49.92187499999999,9.594068226860458,2.816553614739151e-07
102,48.51562499999999,9.594068226860458,2.816553614739151e-07
103,49.21875,10.199918091116302,2.816553614739151e-07
104,46.40625,8.989299345162806,2.816553614739151e-07
105,47.109375,9.594068226860458,2.816553614739151e-07
106,45.703125,9.594068226860458,2.816553614739151e-07
107,46.40625,10.199918091116302,2.816553614739151e-07
108,47.8125,10.199918091116302,2.816553614739151e-07
109,48.51562499999999,10.806922874860334,2.816553614739151e-07
110,47.109375,10.806922874860334,2.816553614739151e-07
111,47.8125,11.415157742730486,2.816553614739151e-07
112,50.62499999999999,10.199918091116302,3.5321619607651106e-07
113,51.32812500000001,10.806922874860334,3.5321619607651106e-07
114,49.92187499999999,10.806922874860334,3.5321619607651106e-07
115,50.62499999999999,11.415157742730486,3.5321619607651106e-07
116,52.03125,11.415157742730486,3.5321619607651106e-07
117,52.734375,12.024699180565818,3.5321619607651106e-07
118,51.32812500000001,12.024699180565818,3.5321619607651106e-07
119,52.03125,12.635625093021119,3.5321619607651106e-07
120,49.21875,11.415157742730486,3.5321619607651106e-07
121,49.92187499999999,12.024699180565818,3.5321619607651106e-07
122,48.51562499999999,12.024699180565818,3.5321619607651106e-07
123,49.21875,12.635625093021119,3.5321619607651106e-07
124,50.62499999999999,12.635625093021119,3.5321619607651106e-07
125,51.32812500000001,13.24801490567694,3.5321619607651106e-07
126,49.92187499999999,13.24801490567694,3.5321619607651106e-07
127,50.62499999999999,13.861949672048638,3.5321619607651106e-07
128,39.375,5.379378991112077,1.5968835133232648e-06
129,40.078125,5.979156796301311,1.5968835133232648e-06
130,38.67187499999999,5.979156796301311,1.5968835133232648e-06
131,39.375,6.579592944977634,1.5968835133232648e-06
132,40.78124999999999,6.579592944977634,1.5968835133232648e-06
133,41.484375,7.180755781458274,1.5968835133232648e-06
134,40.078125,7.180755781458274,1.5968835133232648e-06
135,40.78124999999999,7.782714385390946,1.5968835133232648e-06
136,37.96875,6.579592944977634,1.5968835133232648e-06
137,38.67187499999999,7.180755781458274,1.5968835133232648e-06
