# nside 64 NEST
# pix_id lat lon prob
0 0.597 45.000 3.6111126434190059e-06
1 1.194 45.703 3.6111126434190059e-06
2 1.194 44.297 3.6111126434190059e-06
3 1.791 45.000 3.6111126434190059e-06
4 1.791 46.406 3.6111126434190059e-06
5 2.388 47.109 3.6111126434190059e-06
6 2.388 45.703 3.6111126434190059e-06
7 2.986 46.406 3.6111126434190059e-06
8 1.791 43.594 3.6111126434190059e-06
9 2.388 44.297 3.6111126434190059e-06
10 2.388 42.891 3.6111126434190059e-06
11 2.986 43.594 3.6111126434190059e-06
12 2.986 45.000 3.6111126434190059e-06
13 3.583 45.703 3.6111126434190059e-06
14 3.583 44.297 3.6111126434190059e-06
15 4.182 45.000 3.6111126434190059e-06
16 2.986 47.812 1.7324391620863994e-06
17 3.583 48.516 1.7324391620863994e-06
18 3.583 47.109 1.7324391620863994e-06
19 4.182 47.812 1.7324391620863994e-06
20 4.182 49.219 1.7324391620863994e-06
21 4.780 49.922 1.7324391620863994e-06
22 4.780 48.516 1.7324391620863994e-06
23 5.379 49.219 1.7324391620863994e-06
24 4.182 46.406 1.7324391620863994e-06
25 4.780 47.109 1.7324391620863994e-06
26 4.780 45.703 1.7324391620863994e-06
27 5.379 46.406 1.7324391620863994e-06
28 5.379 47.812 1.7324391620863994e-06
29 5.979 48.516 1.7324391620863994e-06
30 5.979 47.109 1.7324391620863994e-06
31 6.580 47.812 1.7324391620863994e-06
32 2.986 42.188 5.4970821677496201e-08
33 3.583 42.891 5.4970821677496201e-08
34 3.583 41.484 5.4970821677496201e-08
35 4.182 42.188 5.4970821677496201e-08
36 4.182 43.594 5.4970821677496201e-08
37 4.780 44.297 5.4970821677496201e-08
38 4.780 42.891 5.4970821677496201e-08
39 5.379 43.594 5.4970821677496201e-08
40 4.182 40.781 5.4970821677496201e-08
41 4.780 41.484 5.4970821677496201e-08
42 4.780 40.078 5.4970821677496201e-08
43 5.379 40.781 5.4970821677496201e-08
44 5.379 42.188 5.4970821677496201e-08
45 5.979 42.891 5.4970821677496201e-08
46 5.979 41.484 5.4970821677496201e-08
47 6.580 42.188 5.4970821677496201e-08
48 5.379 45.000 3.7708294336114367e-09
49 5.979 45.703 3.7708294336114367e-09
50 5.979 44.297 3.7708294336114367e-09
51 6.580 45.000 3.7708294336114367e-09
52 6.580 46.406 3.7708294336114367e-09
53 7.181 47.109 3.7708294336114367e-09
54 7.181 45.703 3.7708294336114367e-09
55 7.783 46.406 3.7708294336114367e-09
56 6.580 43.594 3.7708294336114367e-09
57 7.181 44.297 3.7708294336114367e-09
58 7.181 42.891 3.7708294336114367e-09
59 7.783 43.594 3.7708294336114367e-09
60 7.783 45.000 3.7708294336114367e-09
61 8.386 45.703 3.7708294336114367e-09
62 8.386 44.297 3.7708294336114367e-09
63 8.989 45.000 3.7708294336114367e-09
64 5.379 50.625 4.7649220893616963e-08
65 5.979 51.328 4.7649220893616963e-08
66 5.979 49.922 4.7649220893616963e-08
67 6.580 50.625 4.7649220893616963e-08
68 6.580 52.031 4.7649220893616963e-08
69 7.181 52.734 4.7649220893616963e-08
70 7.181 51.328 4.7649220893616963e-08
71 7.783 52.031 4.7649220893616963e-08
72 6.580 49.219 4.7649220893616963e-08
73 7.181 49.922 4.7649220893616963e-08
74 7.181 48.516 4.7649220893616963e-08
75 7.783 49.219 4.7649220893616963e-08
76 7.783 50.625 4.7649220893616963e-08
77 8.386 51.328 4.7649220893616963e-08
78 8.386 49.922 4.7649220893616963e-08
79 8.989 50.625 4.7649220893616963e-08
80 7.783 53.438 2.0038026995439807e-07
81 8.386 54.141 2.0038026995439807e-07
82 8.386 52.734 2.0038026995439807e-07
83 8.989 53.438 2.0038026995439807e-07
84 8.989 54.844 2.0038026995439807e-07
85 9.594 55.547 2.0038026995439807e-07
86 9.594 54.141 2.0038026995439807e-07
87 10.200 54.844 2.0038026995439807e-07
88 8.989 52.031 2.0038026995439807e-07
89 9.594 52.734 2.0038026995439807e-07
90 9.594 51.328 2.0038026995439807e-07
91 10.200 52.031 2.0038026995439807e-07
92 10.200 53.438 2.0038026995439807e-07
93 10.807 54.141 2.0038026995439807e-07
94 10.807 52.734 2.0038026995439807e-07
95 11.415 53.438 2.0038026995439807e-07
96 7.783 47.812 7.7004445252669748e-08
97 8.386 48.516 7.7004445252669748e-08
98 8.386 47.109 7.7004445252669748e-08
99 8.989 47.812 7.7004445252669748e-08
100 8.989 49.219 7.7004445252669748e-08
101 9.594 49.922 7.7004445252669748e-08
102 9.594 48.516 7.7004445252669748e-08
103 10.200 49.219 7.7004445252669748e-08
104 8.989 46.406 7.7004445252669748e-08
105 9.594 47.109 7.7004445252669748e-08
106 9.594 45.703 7.7004445252669748e-08
107 10.200 46.406 7.7004445252669748e-08
108 10.200 47.812 7.7004445252669748e-08
109 10.807 48.516 7.7004445252669748e-08
110 10.807 47.109 7.7004445252669748e-08
111 11.415 47.812 7.7004445252669748e-08
112 10.200 50.625 9.1238214196035828e-07
113 10.807 51.328 9.1238214196035828e-07
114 10.807 49.922 9.1238214196035828e-07
115 11.415 50.625 9.1238214196035828e-07
116 11.415 52.031 9.1238214196035828e-07
117 12.025 52.734 9.1238214196035828e-07
118 12.025 51.328 9.1238214196035828e-07
119 12.636 52.031 9.1238214196035828e-07
120 11.415 49.219 9.1238214196035828e-07
121 12.025 49.922 9.1238214196035828e-07
122 12.025 48.516 9.1238214196035828e-07
123 12.636 49.219 9.1238214196035828e-07
124 12.636 50.625 9.1238214196035828e-07
125 13.248 51.328 9.1238214196035828e-07
126 13.248 49.922 9.1238214196035828e-07
127 13.862 50.625 9.1238214196035828e-07
128 5.379 39.375 2.2303591063525703e-12
129 5.979 40.078 2.2303591063525703e-12
130 5.979 38.672 2.2303591063525703e-12
131 6.580 39.375 2.2303591063525703e-12
132 6.580 40.781 2.2303591063525703e-12
133 7.181 41.484 2.2303591063525703e-12
134 7.181 40.078 2.2303591063525703e-12
135 7.783 40.781 2.2303591063525703e-12
136 6.580 37.969 2.2303591063525703e-12
137 7.181 38.672 2.2303591063525703e-12
138 7.181 37.266 2.2303591063525703e-12
139 7.783 37.969 2.2303591063525703e-12
140 7.783 39.375 2.2303591063525703e-12
141 8.386 40.078 2.2303591063525703e-12
142 8.386 38.672 2.2303591063525703e-12
143 8.989 39.375 2.2303591063525703e-12
144 7.783 42.188 2.3509919900064601e-11
145 8.386 42.891 2.3509919900064601e-11
146 8.386 41.484 2.3509919900064601e-11
147 8.989 42.188 2.3509919900064601e-11
148 8.989 43.594 2.3509919900064601e-11
149 9.594 44.297 2.3509919900064601e-11
150 9.594 42.891 2.3509919900064601e-11
151 10.200 43.594 2.3509919900064601e-11
152 8.989 40.781 2.3509919900064601e-11
153 9.594 41.484 2.3509919900064601e-11
154 9.594 40.078 2.3509919900064601e-11
155 10.200 40.781 2.3509919900064601e-11
156 10.200 42.188 2.3509919900064601e-11
157 10.807 42.891 2.3509919900064601e-11
158 10.807 41.484 2.3509919900064601e-11
159 11.415 42.188 2.3509919900064601e-11
160 7.783 36.562 4.4842046153342022e-15
161 8.386 37.266 4.4842046153342022e-15
162 8.386 35.859 4.4842046153342022e-15
163 8.989 36.562 4.4842046153342022e-15
164 8.989 37.969 4.4842046153342022e-15
165 9.594 38.672 4.4842046153342022e-15
166 9.594 37.266 4.4842046153342022e-15
167 10.200 37.969 4.4842046153342022e-15
168 8.989 35.156 4.4842046153342022e-15
169 9.594 35.859 4.4842046153342022e-15
170 9.594 34.453 4.4842046153342022e-15
171 10.200 35.156 4.4842046153342022e-15
172 10.200 36.562 4.4842046153342022e-15
173 10.807 37.266 4.4842046153342022e-15
174 10.807 35.859 4.4842046153342022e-15
175 11.415 36.562 4.4842046153342022e-15
176 10.200 39.375 1.2829062825706168e-09
177 10.807 40.078 1.2829062825706168e-09
178 10.807 38.672 1.2829062825706168e-09
179 11.415 39.375 1.2829062825706168e-09
180 11.415 40.781 1.2829062825706168e-09
181 12.025 41.484 1.2829062825706168e-09
182 12.025 40.078 1.2829062825706168e-09
183 12.636 40.781 1.2829062825706168e-09
184 11.415 37.969 1.2829062825706168e-09
185 12.025 38.672 1.2829062825706168e-09
186 12.025 37.266 1.2829062825706168e-09
187 12.636 37.969 1.2829062825706168e-09
188 12.636 39.375 1.2829062825706168e-09
189 13.248 40.078 1.2829062825706168e-09
190 13.248 38.672 1.2829062825706168e-09
191 13.862 39.375 1.2829062825706168e-09
192 10.200 45.000 2.1724909358416233e-08
193 10.807 45.703 2.1724909358416233e-08
194 10.807 44.297 2.1724909358416233e-08
195 11.415 45.000 2.1724909358416233e-08
196 11.415 46.406 2.1724909358416233e-08
197 12.025 47.109 2.1724909358416233e-08
198 12.025 45.703 2.1724909358416233e-08
199 12.636 46.406 2.1724909358416233e-08
200 11.415 43.594 2.1724909358416233e-08
201 12.025 44.297 2.1724909358416233e-08
202 12.025 42.891 2.1724909358416233e-08
203 12.636 43.594 2.1724909358416233e-08
204 12.636 45.000 2.1724909358416233e-08
205 13.248 45.703 2.1724909358416233e-08
206 13.248 44.297 2.1724909358416233e-08
207 13.862 45.000 2.1724909358416233e-08
