# nside 64 NEST
# pix_id lat lon prob
0 0.597 45.000 1.8822528897701154e-59
1 1.194 45.703 1.8822528897701154e-59
2 1.194 44.297 1.8822528897701154e-59
3 1.791 45.000 1.8822528897701154e-59
4 1.791 46.406 1.8822528897701154e-59
5 2.388 47.109 1.8822528897701154e-59
6 2.388 45.703 1.8822528897701154e-59
7 2.986 46.406 1.8822528897701154e-59
8 1.791 43.594 1.8822528897701154e-59
9 2.388 44.297 1.8822528897701154e-59
10 2.388 42.891 1.8822528897701154e-59
11 2.986 43.594 1.8822528897701154e-59
12 2.986 45.000 1.8822528897701154e-59
13 3.583 45.703 1.8822528897701154e-59
14 3.583 44.297 1.8822528897701154e-59
15 4.182 45.000 1.8822528897701154e-59
16 2.986 47.812 4.7243064274079896e-62
17 3.583 48.516 4.7243064274079896e-62
18 3.583 47.109 4.7243064274079896e-62
19 4.182 47.812 4.7243064274079896e-62
20 4.182 49.219 4.7243064274079896e-62
21 4.780 49.922 4.7243064274079896e-62
22 4.780 48.516 4.7243064274079896e-62
23 5.379 49.219 4.7243064274079896e-62
24 4.182 46.406 4.7243064274079896e-62
25 4.780 47.109 4.7243064274079896e-62
26 4.780 45.703 4.7243064274079896e-62
27 5.379 46.406 4.7243064274079896e-62
28 5.379 47.812 4.7243064274079896e-62
29 5.979 48.516 4.7243064274079896e-62
30 5.979 47.109 4.7243064274079896e-62
31 6.580 47.812 4.7243064274079896e-62
32 2.986 42.188 6.5742743975487484e-51
33 3.583 42.891 6.5742743975487484e-51
34 3.583 41.484 6.5742743975487484e-51
35 4.182 42.188 6.5742743975487484e-51
36 4.182 43.594 6.5742743975487484e-51
37 4.780 44.297 6.5742743975487484e-51
38 4.780 42.891 6.5742743975487484e-51
39 5.379 43.594 6.5742743975487484e-51
40 4.182 40.781 6.5742743975487484e-51
41 4.780 41.484 6.5742743975487484e-51
42 4.780 40.078 6.5742743975487484e-51
43 5.379 40.781 6.5742743975487484e-51
44 5.379 42.188 6.5742743975487484e-51
45 5.979 42.891 6.5742743975487484e-51
46 5.979 41.484 6.5742743975487484e-51
47 6.580 42.188 6.5742743975487484e-51
48 5.379 45.000 7.2878440392688708e-53
49 5.979 45.703 7.2878440392688708e-53
50 5.979 44.297 7.2878440392688708e-53
51 6.580 45.000 7.2878440392688708e-53
52 6.580 46.406 7.2878440392688708e-53
53 7.181 47.109 7.2878440392688708e-53
54 7.181 45.703 7.2878440392688708e-53
55 7.783 46.406 7.2878440392688708e-53
56 6.580 43.594 7.2878440392688708e-53
57 7.181 44.297 7.2878440392688708e-53
58 7.181 42.891 7.2878440392688708e-53
59 7.783 43.594 7.2878440392688708e-53
60 7.783 45.000 7.2878440392688708e-53
61 8.386 45.703 7.2878440392688708e-53
62 8.386 44.297 7.2878440392688708e-53
63 8.989 45.000 7.2878440392688708e-53
64 5.379 50.625 2.4481651542852769e-64
65 5.979 51.328 2.4481651542852769e-64
66 5.979 49.922 2.4481651542852769e-64
67 6.580 50.625 2.4481651542852769e-64
68 6.580 52.031 2.4481651542852769e-64
69 7.181 52.734 2.4481651542852769e-64
70 7.181 51.328 2.4481651542852769e-64
71 7.783 52.031 2.4481651542852769e-64
72 6.580 49.219 2.4481651542852769e-64
73 7.181 49.922 2.4481651542852769e-64
74 7.181 48.516 2.4481651542852769e-64
75 7.783 49.219 2.4481651542852769e-64
76 7.783 50.625 2.4481651542852769e-64
77 8.386 51.328 2.4481651542852769e-64
