ID,RA,DEC,HEALPixels
8326,200.26257505,-31.05010000,43921 43923
8327,201.82101660,-31.05010000,43838 43839 43924
8328,203.37945816,-31.05010000,43837 43880
8329,204.93789972,-31.05010000,43874 43875
8330,206.49634128,-31.05010000,43873 43876
8331,208.05478284,-31.05010000,43853 43854 43855
8332,209.61322440,-31.05010000,43858 43864
8333,211.17166596,-31.05010000,43857 43859
8334,212.73010751,-31.05010000,43518 43860
8335,214.28854907,-31.05010000,43517 43519
8336,215.84699063,-31.05010000,44194 44195 44200
8337,217.40543219,-31.05010000,44193 44196
8338,218.96387375,-31.05010000,44174 44175
8339,220.52231531,-31.05010000,44173 44184
8340,222.08075686,-31.05010000,44178 44179
8341,223.63919842,-31.05010000,44094 44177 44180
8342,225.19763998,-31.05010000,44093 44095
8343,226.75608154,-31.05010000,44130 44136
8344,228.31452310,-31.05010000,44129 44131
8345,229.87296466,-31.05010000,44110 44111 44132
8346,231.43140622,-31.05010000,44109 44120
8347,232.98984777,-31.05010000,44114 44115
8348,234.54828933,-31.05010000,44113 44116
8349,236.10673089,-31.05010000,42750 42751
8350,237.66517245,-31.05010000,42749 42914 42920
8351,239.22361401,-31.05010000,42913 42915
8352,240.78205557,-31.05010000,42894 42916
8353,242.34049712,-31.05010000,42893 42895
8354,243.89893868,-31.05010000,42898 42904
8355,245.45738024,-31.05010000,42897 42899 42900
8356,247.01582180,-31.05010000,42814 42815
8357,248.57426336,-31.05010000,42813 42856
8358,250.13270492,-31.05010000,42850 42851
8359,251.69114647,-31.05010000,42830 42849 42852
8360,253.24958803,-31.05010000,42829 42831
8361,254.80802959,-31.05010000,42834 42840
8362,256.36647115,-31.05010000,42833 42835
8363,257.92491271,-31.05010000,42494 42836
8364,259.48335427,-31.05010000,28840 42493 42495
8365,261.04179583,-31.05010000,28834 28835
8366,262.60023738,-31.05010000,28833 28836
8367,264.15867894,-31.05010000,28814 28815
8368,265.71712050,-31.05010000,28813 28818 28824
8369,267.27556206,-31.05010000,28817 28819
8370,268.83400362,-31.05010000,28734 28820
8371,270.39244518,-31.05010000,28733 28735
8372,271.95088673,-31.05010000,28770 28776
8373,273.50932829,-31.05010000,28769 28771 28772
8374,275.06776985,-31.05010000,28750 28751
8375,276.62621141,-31.05010000,28749 28760
8376,278.18465297,-31.05010000,28754 28755
8377,279.74309453,-31.05010000,28753 28756
8378,281.30153609,-31.05010000,47869 47870 47871
8379,282.85997764,-31.05010000,48034 48040
8380,284.41841920,-31.05010000,48033 48035
8381,285.97686076,-31.05010000,48014 48036
8382,287.53530232,-31.05010000,48013 48015 48024
8383,289.09374388,-31.05010000,48018 48019
8384,290.65218544,-31.05010000,48017 48020
8385,292.21062699,-31.05010000,47934 47935
8386,293.76906855,-31.05010000,47933 47976
8387,295.32751011,-31.05010000,47969 47970 47971
8388,296.88595167,-31.05010000,47950 47972
8389,298.44439323,-31.05010000,47949 47951
8390,300.00283479,-31.05010000,47954 47960
8391,301.56127635,-31.05010000,47953 47955
8392,303.11971790,-31.05010000,47614 47615 47956
8393,304.67815946,-31.05010000,47613 48296
8394,306.23660102,-31.05010000,48290 48291
8395,307.79504258,-31.05010000,48289 48292
8396,309.35348414,-31.05010000,48269 48270 48271
8397,310.91192570,-31.05010000,48274 48280
8398,312.47036725,-31.05010000,48273 48275
8399,314.02880881,-31.05010000,48190 48276
8400,315.58725037,-31.05010000,48189 48191
8401,317.14569193,-31.05010000,48226 48227 48232
8402,318.70413349,-31.05010000,48225 48228
8403,320.26257505,-31.05010000,48206 48207
8404,321.82101660,-31.05010000,48205 48216
8405,323.37945816,-31.05010000,48209 48210 48211
8406,324.93789972,-31.05010000,46846 48212
8407,326.49634128,-31.05010000,46845 46847
8408,328.05478284,-31.05010000,47010 47016
8409,329.61322440,-31.05010000,47009 47011
8410,331.17166596,-31.05010000,46990 46991 47012
8411,332.73010751,-31.05010000,46989 47000
8412,334.28854907,-31.05010000,46994 46995
8413,335.84699063,-31.05010000,46993 46996
8414,337.40543219,-31.05010000,46910 46911
8415,338.96387375,-31.05010000,46909 46946 46952
8416,340.52231531,-31.05010000,46945 46947
8417,342.08075686,-31.05010000,46926 46948
8418,343.63919842,-31.05010000,46925 46927
8419,345.19763998,-31.05010000,46930 46931 46936
8420,346.75608154,-31.05010000,46929 46932
8421,348.31452310,-31.05010000,46590 46591
8422,349.87296466,-31.05010000,16552 46589
8423,351.43140622,-31.05010000,16546 16547
8424,352.98984777,-31.05010000,16526 16545 16548
8425,354.54828933,-31.05010000,16525 16527
8426,356.10673089,-31.05010000,16530 16536
8427,357.66517245,-31.05010000,16529 16531
8428,359.22361401,-31.05010000,16446 16447 16532
8429,0.00000000,-30.15010000,16490 16533
8430,1.54506438,-30.15010000,16489
8431,3.09012876,-30.15010000,16486
8432,4.63519313,-30.15010000,16485
8433,6.18025751,-30.15010000,16474
8434,7.72532189,-30.15010000,16473
8435,9.27038627,-30.15010000,16470
8436,10.81545064,-30.15010000,16469
8437,12.36051502,-30.15010000,35754
8438,13.90557940,-30.15010000,35753
8439,15.45064378,-30.15010000,35749 35750
8440,16.99570815,-30.15010000,35738
8441,18.54077253,-30.15010000,35737
8442,20.08583691,-30.15010000,35734
8443,21.63090129,-30.15010000,35733
8444,23.17596567,-30.15010000,35690
8445,24.72103004,-30.15010000,35689
8446,26.26609442,-30.15010000,35686
8447,27.81115880,-30.15010000,35685
8448,29.35622318,-30.15010000,35674
8449,30.90128755,-30.15010000,35670 35673
8450,32.44635193,-30.15010000,35669
8451,33.99141631,-30.15010000,36010
8452,35.53648069,-30.15010000,36009
8453,37.08154506,-30.15010000,36006
8454,38.62660944,-30.15010000,36005
8455,40.17167382,-30.15010000,35994
8456,41.71673820,-30.15010000,35993
8457,43.26180258,-30.15010000,35990
8458,44.80686695,-30.15010000,35989
8459,46.35193133,-30.15010000,35945 35946
8460,47.89699571,-30.15010000,35942
8461,49.44206009,-30.15010000,35941
8462,50.98712446,-30.15010000,35930
8463,52.53218884,-30.15010000,35929
8464,54.07725322,-30.15010000,35926
8465,55.62231760,-30.15010000,35925
8466,57.16738197,-30.15010000,34730
8467,58.71244635,-30.15010000,34729
8468,60.25751073,-30.15010000,34726
8469,61.80257511,-30.15010000,34725
8470,63.34763948,-30.15010000,34713 34714
8471,64.89270386,-30.15010000,34710
8472,66.43776824,-30.15010000,34709
8473,67.98283262,-30.15010000,34666
8474,69.52789700,-30.15010000,34665
8475,71.07296137,-30.15010000,34662
8476,72.61802575,-30.15010000,34661
8477,74.16309013,-30.15010000,34650
8478,75.70815451,-30.15010000,34649
8479,77.25321888,-30.15010000,34646
8480,78.79828326,-30.15010000,20650 34645
8481,80.34334764,-30.15010000,20649
8482,81.88841202,-30.15010000,20646
8483,83.43347639,-30.15010000,20645
8484,84.97854077,-30.15010000,20634
8485,86.52360515,-30.15010000,20633
8486,88.06866953,-30.15010000,20630
8487,89.61373391,-30.15010000,20629
8488,91.15879828,-30.15010000,20586
8489,92.70386266,-30.15010000,20585
8490,94.24892704,-30.15010000,20581 20582
8491,95.79399142,-30.15010000,20570
8492,97.33905579,-30.15010000,20569
8493,98.88412017,-30.15010000,20566
8494,100.42918455,-30.15010000,20565
8495,101.97424893,-30.15010000,39850
8496,103.51931330,-30.15010000,39849
8497,105.06437768,-30.15010000,39846
8498,106.60944206,-30.15010000,39845
8499,108.15450644,-30.15010000,39834
8500,109.69957082,-30.15010000,39830 39833
8501,111.24463519,-30.15010000,39829
8502,112.78969957,-30.15010000,39786
8503,114.33476395,-30.15010000,39785
8504,115.87982833,-30.15010000,39782
8505,117.42489270,-30.15010000,39781
8506,118.96995708,-30.15010000,39770
8507,120.51502146,-30.15010000,39769
8508,122.06008584,-30.15010000,39766
8509,123.60515021,-30.15010000,39765
8510,125.15021459,-30.15010000,40105 40106
8511,126.69527897,-30.15010000,40102
8512,128.24034335,-30.15010000,40101
8513,129.78540773,-30.15010000,40090
8514,131.33047210,-30.15010000,40089
8515,132.87553648,-30.15010000,40086
8516,134.42060086,-30.15010000,40085
8517,135.96566524,-30.15010000,40042
8518,137.51072961,-30.15010000,40041
8519,139.05579399,-30.15010000,40038
8520,140.60085837,-30.15010000,40026 40037
8521,142.14592275,-30.15010000,40025
8522,143.69098712,-30.15010000,40022
8523,145.23605150,-30.15010000,40021
8524,146.78111588,-30.15010000,38826
8525,148.32618026,-30.15010000,38825
8526,149.87124464,-30.15010000,38822
8527,151.41630901,-30.15010000,38821
8528,152.96137339,-30.15010000,38810
8529,154.50643777,-30.15010000,38809
8530,156.05150215,-30.15010000,38805 38806
8531,157.59656652,-30.15010000,38762
8532,159.14163090,-30.15010000,38761
8533,160.68669528,-30.15010000,38758
8534,162.23175966,-30.15010000,38757
8535,163.77682403,-30.15010000,38746
8536,165.32188841,-30.15010000,38745
8537,166.86695279,-30.15010000,38742
8538,168.41201717,-30.15010000,38741
8539,169.95708155,-30.15010000,24746
8540,171.50214592,-30.15010000,24742 24745
8541,173.04721030,-30.15010000,24741
8542,174.59227468,-30.15010000,24730
8543,176.13733906,-30.15010000,24729
8544,177.68240343,-30.15010000,24726
8545,179.22746781,-30.15010000,24725
8546,180.77253219,-30.15010000,24682
8547,182.31759657,-30.15010000,24681
8548,183.86266094,-30.15010000,24678
8549,185.40772532,-30.15010000,24677
8550,186.95278970,-30.15010000,24666
8551,188.49785408,-30.15010000,24662 24665
8552,190.04291845,-30.15010000,24661
8553,191.58798283,-30.15010000,43946
8554,193.13304721,-30.15010000,43945
8555,194.67811159,-30.15010000,43942
8556,196.22317597,-30.15010000,43941
8557,197.76824034,-30.15010000,43930
8558,199.31330472,-30.15010000,43929
8559,200.85836910,-30.15010000,43926
8560,202.40343348,-30.15010000,43925
8561,203.94849785,-30.15010000,43881 43882
8562,205.49356223,-30.15010000,43878
8563,207.03862661,-30.15010000,43877
8564,208.58369099,-30.15010000,43866
8565,210.12875536,-30.15010000,43865
8566,211.67381974,-30.15010000,43862
8567,213.21888412,-30.15010000,43861
8568,214.76394850,-30.15010000,44202
8569,216.30901288,-30.15010000,44201
8570,217.85407725,-30.15010000,44198
8571,219.39914163,-30.15010000,44186 44197
8572,220.94420601,-30.15010000,44185
8573,222.48927039,-30.15010000,44182
8574,224.03433476,-30.15010000,44181
8575,225.57939914,-30.15010000,44138
8576,227.12446352,-30.15010000,44137
8577,228.66952790,-30.15010000,44134
8578,230.21459227,-30.15010000,44133
8579,231.75965665,-30.15010000,44122
8580,233.30472103,-30.15010000,44121
8581,234.84978541,-30.15010000,44117 44118
8582,236.39484979,-30.15010000,42922
8583,237.93991416,-30.15010000,42921
8584,239.48497854,-30.15010000,42918
8585,241.03004292,-30.15010000,42917
8586,242.57510730,-30.15010000,42906
8587,244.12017167,-30.15010000,42905
8588,245.66523605,-30.15010000,42902
8589,247.21030043,-30.15010000,42901
8590,248.75536481,-30.15010000,42858
8591,250.30042918,-30.15010000,42854 42857
8592,251.84549356,-30.15010000,42853
8593,253.39055794,-30.15010000,42842
8594,254.93562232,-30.15010000,42841
8595,256.48068670,-30.15010000,42838
8596,258.02575107,-30.15010000,42837
8597,259.57081545,-30.15010000,28842
8598,261.11587983,-30.15010000,28841
8599,262.66094421,-30.15010000,28838
8600,264.20600858,-30.15010000,28837
8601,265.75107296,-30.15010000,28825 28826
8602,267.29613734,-30.15010000,28822
8603,268.84120172,-30.15010000,28821
8604,270.38626609,-30.15010000,28778
8605,271.93133047,-30.15010000,28777
8606,273.47639485,-30.15010000,28774
8607,275.02145923,-30.15010000,28773
8608,276.56652361,-30.15010000,28762
8609,278.11158798,-30.15010000,28761
8610,279.65665236,-30.15010000,28758
8611,281.20171674,-30.15010000,28757 48042
8612,282.74678112,-30.15010000,48041
8613,284.29184549,-30.15010000,48038
8614,285.83690987,-30.15010000,48037
8615,287.38197425,-30.15010000,48026
8616,288.92703863,-30.15010000,48025
8617,290.47210300,-30.15010000,48022
8618,292.01716738,-30.15010000,48021
8619,293.56223176,-30.15010000,47978
8620,295.10729614,-30.15010000,47977
8621,296.65236052,-30.15010000,47973 47974
8622,298.19742489,-30.15010000,47962
8623,299.74248927,-30.15010000,47961
8624,301.28755365,-30.15010000,47958
8625,302.83261803,-30.15010000,47957
8626,304.37768240,-30.15010000,48298
8627,305.92274678,-30.15010000,48297
8628,307.46781116,-30.15010000,48294
8629,309.01287554,-30.15010000,48293
8630,310.55793991,-30.15010000,48282
8631,312.10300429,-30.15010000,48281
8632,313.64806867,-30.15010000,48277 48278
8633,315.19313305,-30.15010000,48234
8634,316.73819742,-30.15010000,48233
8635,318.28326180,-30.15010000,48230
8636,319.82832618,-30.15010000,48229
8637,321.37339056,-30.15010000,48218
8638,322.91845494,-30.15010000,48217
8639,324.46351931,-30.15010000,48214
8640,326.00858369,-30.15010000,48213
8641,327.55364807,-30.15010000,47018
8642,329.09871245,-30.15010000,47014 47017
8643,330.64377682,-30.15010000,47013
8644,332.18884120,-30.15010000,47002
8645,333.73390558,-30.15010000,47001
8646,335.27896996,-30.15010000,46998
8647,336.82403433,-30.15010000,46997
8648,338.36909871,-30.15010000,46954
8649,339.91416309,-30.15010000,46953
8650,341.45922747,-30.15010000,46950
8651,343.00429185,-30.15010000,46949
8652,344.54935622,-30.15010000,46937 46938
8653,346.09442060,-30.15010000,46934
8654,347.63948498,-30.15010000,46933
8655,349.18454936,-30.15010000,16554
8656,350.72961373,-30.15010000,16553
8657,352.27467811,-30.15010000,16550
8658,353.81974249,-30.15010000,16549
8659,355.36480687,-30.15010000,16538
8660,356.90987124,-30.15010000,16537
8661,358.45493562,-30.15010000,16534
8662,0.76791257,-29.25010000,16491
8663,2.29982747,-29.25010000,16492
8664,3.83174236,-29.25010000,16487
8665,5.36365726,-29.25010000,16496
8666,6.89557215,-29.25010000,16475
8667,8.42748704,-29.25010000,16476
8668,9.95940194,-29.25010000,16471
8669,11.49131683,-29.25010000,16640
8670,13.02323172,-29.25010000,35755
8671,14.55514662,-29.25010000,35756
8672,16.08706151,-29.25010000,35751
8673,17.61897640,-29.25010000,35739 35760
8674,19.15089130,-29.25010000,35740
8675,20.68280619,-29.25010000,35735
8676,22.21472108,-29.25010000,35776
8677,23.74663598,-29.25010000,35691
8678,25.27855087,-29.25010000,35692
8679,26.81046577,-29.25010000,35687
8680,28.34238066,-29.25010000,35696
8681,29.87429555,-29.25010000,35675
8682,31.40621045,-29.25010000,35676
8683,32.93812534,-29.25010000,35671
8684,34.47004023,-29.25010000,36011 36352
8685,36.00195513,-29.25010000,36012
8686,37.53387002,-29.25010000,36007
8687,39.06578491,-29.25010000,36016
8688,40.59769981,-29.25010000,35995
8689,42.12961470,-29.25010000,35996
8690,43.66152960,-29.25010000,35991
8691,45.19344449,-29.25010000,36032
8692,46.72535938,-29.25010000,35947
8693,48.25727428,-29.25010000,35948
8694,49.78918917,-29.25010000,35943
8695,51.32110406,-29.25010000,35931 35952
8696,52.85301896,-29.25010000,35932
8697,54.38493385,-29.25010000,35927
8698,55.91684874,-29.25010000,36096
8699,57.44876364,-29.25010000,34731
8700,58.98067853,-29.25010000,34732
8701,60.51259343,-29.25010000,34727
8702,62.04450832,-29.25010000,34736
8703,63.57642321,-29.25010000,34715
8704,65.10833811,-29.25010000,34716
8705,66.64025300,-29.25010000,34711
8706,68.17216789,-29.25010000,34667 34752
8707,69.70408279,-29.25010000,34668
8708,71.23599768,-29.25010000,34663
8709,72.76791257,-29.25010000,34672
8710,74.29982747,-29.25010000,34651
8711,75.83174236,-29.25010000,34652
8712,77.36365726,-29.25010000,34647
8713,78.89557215,-29.25010000,20992
8714,80.42748704,-29.25010000,20651
8715,81.95940194,-29.25010000,20652
8716,83.49131683,-29.25010000,20647
8717,85.02323172,-29.25010000,20635 20656
8718,86.55514662,-29.25010000,20636
8719,88.08706151,-29.25010000,20631
8720,89.61897640,-29.25010000,20672
8721,91.15089130,-29.25010000,20587
8722,92.68280619,-29.25010000,20588
8723,94.21472108,-29.25010000,20583
8724,95.74663598,-29.25010000,20592
8725,97.27855087,-29.25010000,20571
8726,98.81046577,-29.25010000,20572
8727,100.34238066,-29.25010000,20567
8728,101.87429555,-29.25010000,20736
8729,103.40621045,-29.25010000,39851 39852
8730,104.93812534,-29.25010000,39847
8731,106.47004023,-29.25010000,39856
8732,108.00195513,-29.25010000,39835
8733,109.53387002,-29.25010000,39836
8734,111.06578491,-29.25010000,39831
8735,112.59769981,-29.25010000,39872
8736,114.12961470,-29.25010000,39787
8737,115.66152960,-29.25010000,39788
8738,117.19344449,-29.25010000,39783
8739,118.72535938,-29.25010000,39792
8740,120.25727428,-29.25010000,39771 39772
8741,121.78918917,-29.25010000,39767
8742,123.32110406,-29.25010000,40448
8743,124.85301896,-29.25010000,40107
8744,126.38493385,-29.25010000,40108
8745,127.91684874,-29.25010000,40103
8746,129.44876364,-29.25010000,40112
8747,130.98067853,-29.25010000,40091
8748,132.51259343,-29.25010000,40092
8749,134.04450832,-29.25010000,40087
8750,135.57642321,-29.25010000,40128
8751,137.10833811,-29.25010000,40043 40044
8752,138.64025300,-29.25010000,40039
8753,140.17216789,-29.25010000,40048
8754,141.70408279,-29.25010000,40027
8755,143.23599768,-29.25010000,40028
8756,144.76791257,-29.25010000,40023
8757,146.29982747,-29.25010000,40192
8758,147.83174236,-29.25010000,38827
8759,149.36365726,-29.25010000,38828
8760,150.89557215,-29.25010000,38823
8761,152.42748704,-29.25010000,38832
8762,153.95940194,-29.25010000,38811 38812
8763,155.49131683,-29.25010000,38807
8764,157.02323172,-29.25010000,38848
8765,158.55514662,-29.25010000,38763
8766,160.08706151,-29.25010000,38764
8767,161.61897640,-29.25010000,38759
8768,163.15089130,-29.25010000,38768
8769,164.68280619,-29.25010000,38747
8770,166.21472108,-29.25010000,38748
8771,167.74663598,-29.25010000,38743
8772,169.27855087,-29.25010000,25088
8773,170.81046577,-29.25010000,24747 24748
8774,172.34238066,-29.25010000,24743
8775,173.87429555,-29.25010000,24752
8776,175.40621045,-29.25010000,24731
8777,176.93812534,-29.25010000,24732
8778,178.47004023,-29.25010000,24727
8779,180.00195513,-29.25010000,24768
8780,181.53387002,-29.25010000,24683
8781,183.06578491,-29.25010000,24684
8782,184.59769981,-29.25010000,24679
8783,186.12961470,-29.25010000,24688
8784,187.66152960,-29.25010000,24667
8785,189.19344449,-29.25010000,24663 24668
8786,190.72535938,-29.25010000,24832
8787,192.25727428,-29.25010000,43947
8788,193.78918917,-29.25010000,43948
8789,195.32110406,-29.25010000,43943
8790,196.85301896,-29.25010000,43952
8791,198.38493385,-29.25010000,43931
8792,199.91684874,-29.25010000,43932
8793,201.44876364,-29.25010000,43927
8794,202.98067853,-29.25010000,43968
8795,204.51259343,-29.25010000,43883
8796,206.04450832,-29.25010000,43879 43884
8797,207.57642321,-29.25010000,43888
8798,209.10833811,-29.25010000,43867
8799,210.64025300,-29.25010000,43868
8800,212.17216789,-29.25010000,43863
8801,213.70408279,-29.25010000,44544
8802,215.23599768,-29.25010000,44203
8803,216.76791257,-29.25010000,44204
8804,218.29982747,-29.25010000,44199
8805,219.83174236,-29.25010000,44208
8806,221.36365726,-29.25010000,44187
8807,222.89557215,-29.25010000,44183 44188
8808,224.42748704,-29.25010000,44224
8809,225.95940194,-29.25010000,44139
8810,227.49131683,-29.25010000,44140
8811,229.02323172,-29.25010000,44135
8812,230.55514662,-29.25010000,44144
8813,232.08706151,-29.25010000,44123
8814,233.61897640,-29.25010000,44124
8815,235.15089130,-29.25010000,44119
8816,236.68280619,-29.25010000,44288
8817,238.21472108,-29.25010000,42923
8818,239.74663598,-29.25010000,42919 42924
8819,241.27855087,-29.25010000,42928
8820,242.81046577,-29.25010000,42907
8821,244.34238066,-29.25010000,42908
8822,245.87429555,-29.25010000,42903
8823,247.40621045,-29.25010000,42944
8824,248.93812534,-29.25010000,42859
8825,250.47004023,-29.25010000,42860
8826,252.00195513,-29.25010000,42855
8827,253.53387002,-29.25010000,42864
8828,255.06578491,-29.25010000,42843
8829,256.59769981,-29.25010000,42839 42844
8830,258.12961470,-29.25010000,29184
8831,259.66152960,-29.25010000,28843
8832,261.19344449,-29.25010000,28844
8833,262.72535938,-29.25010000,28839
8834,264.25727428,-29.25010000,28848
8835,265.78918917,-29.25010000,28827
8836,267.32110406,-29.25010000,28828
8837,268.85301896,-29.25010000,28823
8838,270.38493385,-29.25010000,28864
8839,271.91684874,-29.25010000,28779
8840,273.44876364,-29.25010000,28780
8841,274.98067853,-29.25010000,28775 28784
8842,276.51259343,-29.25010000,28763
8843,278.04450832,-29.25010000,28764
8844,279.57642321,-29.25010000,28759
8845,281.10833811,-29.25010000,28928
8846,282.64025300,-29.25010000,48043
8847,284.17216789,-29.25010000,48044
8848,285.70408279,-29.25010000,48039
8849,287.23599768,-29.25010000,48048
8850,288.76791257,-29.25010000,48027
8851,290.29982747,-29.25010000,48028
8852,291.83174236,-29.25010000,48023 48064
8853,293.36365726,-29.25010000,47979
8854,294.89557215,-29.25010000,47980
8855,296.42748704,-29.25010000,47975
8856,297.95940194,-29.25010000,47984
8857,299.49131683,-29.25010000,47963
8858,301.02323172,-29.25010000,47964
8859,302.55514662,-29.25010000,47959
8860,304.08706151,-29.25010000,48640
8861,305.61897640,-29.25010000,48299
8862,307.15089130,-29.25010000,48300
8863,308.68280619,-29.25010000,48295 48304
8864,310.21472108,-29.25010000,48283
8865,311.74663598,-29.25010000,48284
8866,313.27855087,-29.25010000,48279
8867,314.81046577,-29.25010000,48320
8868,316.34238066,-29.25010000,48235
8869,317.87429555,-29.25010000,48236
8870,319.40621045,-29.25010000,48231
8871,320.93812534,-29.25010000,48240
8872,322.47004023,-29.25010000,48219
8873,324.00195513,-29.25010000,48220
8874,325.53387002,-29.25010000,48215 48384
8875,327.06578491,-29.25010000,47019
8876,328.59769981,-29.25010000,47020
8877,330.12961470,-29.25010000,47015
8878,331.66152960,-29.25010000,47024
8879,333.19344449,-29.25010000,47003
8880,334.72535938,-29.25010000,47004
8881,336.25727428,-29.25010000,46999
8882,337.78918917,-29.25010000,47040
8883,339.32110406,-29.25010000,46955
8884,340.85301896,-29.25010000,46956
8885,342.38493385,-29.25010000,46951 46960
8886,343.91684874,-29.25010000,46939
8887,345.44876364,-29.25010000,46940
8888,346.98067853,-29.25010000,46935
8889,348.51259343,-29.25010000,16896
8890,350.04450832,-29.25010000,16555
8891,351.57642321,-29.25010000,16556
8892,353.10833811,-29.25010000,16551
8893,354.64025300,-29.25010000,16560
8894,356.17216789,-29.25010000,16539
8895,357.70408279,-29.25010000,16540
8896,359.23599768,-29.25010000,16535 16576
8897,0.00000000,-28.35010000,16577 16578 16579
8898,1.51898734,-28.35010000,16494 16580
8899,3.03797468,-28.35010000,16493 16495
8900,4.55696203,-28.35010000,16498 16504
8901,6.07594937,-28.35010000,16497 16499
8902,7.59493671,-28.35010000,16478 16500
8903,9.11392405,-28.35010000,16477 16479 16648
8904,10.63291139,-28.35010000,16642 16643
8905,12.15189873,-28.35010000,16641 16644
8906,13.67088608,-28.35010000,35758 35759
8907,15.18987342,-28.35010000,35757 35768
8908,16.70886076,-28.35010000,35762 35763
8909,18.22784810,-28.35010000,35742 35761 35764
8910,19.74683544,-28.35010000,35741 35743
8911,21.26582278,-28.35010000,35778 35784
8912,22.78481013,-28.35010000,35777 35779
8913,24.30379747,-28.35010000,35694 35780
8914,25.82278481,-28.35010000,35693 35695
8915,27.34177215,-28.35010000,35698 35704
8916,28.86075949,-28.35010000,35697 35699 35700
8917,30.37974684,-28.35010000,35678 35679
8918,31.89873418,-28.35010000,35677 36360
8919,33.41772152,-28.35010000,36354 36355
8920,34.93670886,-28.35010000,36353 36356
8921,36.45569620,-28.35010000,36014 36015
8922,37.97468354,-28.35010000,36013 36018 36024
8923,39.49367089,-28.35010000,36017 36019
8924,41.01265823,-28.35010000,35998 36020
8925,42.53164557,-28.35010000,35997 35999
8926,44.05063291,-28.35010000,36034 36040
8927,45.56962025,-28.35010000,36033 36035
8928,47.08860759,-28.35010000,35950 35951 36036
8929,48.60759494,-28.35010000,35949 35960
8930,50.12658228,-28.35010000,35954 35955
8931,51.64556962,-28.35010000,35953 35956
8932,53.16455696,-28.35010000,35934 35935
8933,54.68354430,-28.35010000,35933 36104
8934,56.20253165,-28.35010000,36097 36098 36099
8935,57.72151899,-28.35010000,34734 36100
8936,59.24050633,-28.35010000,34733 34735
8937,60.75949367,-28.35010000,34738 34744
8938,62.27848101,-28.35010000,34737 34739
8939,63.79746835,-28.35010000,34718 34740
8940,65.31645570,-28.35010000,34717 34719
8941,66.83544304,-28.35010000,34754 34755 34760
8942,68.35443038,-28.35010000,34753 34756
8943,69.87341772,-28.35010000,34670 34671
8944,71.39240506,-28.35010000,34669 34680
8945,72.91139241,-28.35010000,34674 34675
8946,74.43037975,-28.35010000,34673 34676
8947,75.94936709,-28.35010000,34653 34654 34655
8948,77.46835443,-28.35010000,20994 21000
8949,78.98734177,-28.35010000,20993 20995
8950,80.50632911,-28.35010000,20654 20996
8951,82.02531646,-28.35010000,20653 20655
8952,83.54430380,-28.35010000,20658 20664
8953,85.06329114,-28.35010000,20657 20659 20660
8954,86.58227848,-28.35010000,20638 20639
8955,88.10126582,-28.35010000,20637 20680
8956,89.62025316,-28.35010000,20674 20675
8957,91.13924051,-28.35010000,20673 20676
8958,92.65822785,-28.35010000,20590 20591
8959,94.17721519,-28.35010000,20589 20594 20600
8960,95.69620253,-28.35010000,20593 20595
8961,97.21518987,-28.35010000,20574 20596
8962,98.73417722,-28.35010000,20573 20575
8963,100.25316456,-28.35010000,20738 20744
8964,101.77215190,-28.35010000,20737 20739
8965,103.29113924,-28.35010000,20740 39854
8966,104.81012658,-28.35010000,39853 39855 39864
8967,106.32911392,-28.35010000,39858 39859
8968,107.84810127,-28.35010000,39857 39860
8969,109.36708861,-28.35010000,39838 39839
8970,110.88607595,-28.35010000,39837 39880
8971,112.40506329,-28.35010000,39874 39875
8972,113.92405063,-28.35010000,39790 39873 39876
8973,115.44303797,-28.35010000,39789 39791
8974,116.96202532,-28.35010000,39794 39800
8975,118.48101266,-28.35010000,39793 39795
8976,120.00000000,-28.35010000,39774 39796
8977,121.51898734,-28.35010000,39773 39775
8978,123.03797468,-28.35010000,40450 40451 40456
8979,124.55696203,-28.35010000,40449 40452
8980,126.07594937,-28.35010000,40110 40111
8981,127.59493671,-28.35010000,40109 40120
8982,129.11392405,-28.35010000,40114 40115
8983,130.63291139,-28.35010000,40113 40116
8984,132.15189873,-28.35010000,40093 40094 40095
8985,133.67088608,-28.35010000,40130 40136
8986,135.18987342,-28.35010000,40129 40131
8987,136.70886076,-28.35010000,40046 40132
8988,138.22784810,-28.35010000,40045 40047
8989,139.74683544,-28.35010000,40050 40056
8990,141.26582278,-28.35010000,40049 40051
8991,142.78481013,-28.35010000,40030 40031 40052
8992,144.30379747,-28.35010000,40029 40200
8993,145.82278481,-28.35010000,40194 40195
8994,147.34177215,-28.35010000,40193 40196
8995,148.86075949,-28.35010000,38830 38831
8996,150.37974684,-28.35010000,38829 38840
8997,151.89873418,-28.35010000,38833 38834 38835
8998,153.41772152,-28.35010000,38814 38836
8999,154.93670886,-28.35010000,38813 38815
9000,156.45569620,-28.35010000,38850 38856
9001,157.97468354,-28.35010000,38849 38851
9002,159.49367089,-28.35010000,38766 38852
9003,161.01265823,-28.35010000,38765 38767 38776
9004,162.53164557,-28.35010000,38770 38771
9005,164.05063291,-28.35010000,38769 38772
9006,165.56962025,-28.35010000,38750 38751
9007,167.08860759,-28.35010000,25096 38749
9008,168.60759494,-28.35010000,25090 25091
9009,170.12658228,-28.35010000,24750 25089 25092
9010,171.64556962,-28.35010000,24749 24751
9011,173.16455696,-28.35010000,24754 24760
9012,174.68354430,-28.35010000,24753 24755
