ID,RA,DEC,HEALPixels
145,60.00000000,-82.35010000,32798 32799
146,70.00000000,-82.35010000,32797 32840
147,80.00000000,-82.35010000,32834 32835
148,90.00000000,-82.35010000,32833 32836 36994 37000
149,100.00000000,-82.35010000,36993 36995
150,110.00000000,-82.35010000,36910 36996
151,120.00000000,-82.35010000,36909 36911
152,130.00000000,-82.35010000,36914 36915 36920
153,140.00000000,-82.35010000,36913 36916
154,150.00000000,-82.35010000,36894 36895
155,160.00000000,-82.35010000,36893 36936
156,170.00000000,-82.35010000,36930 36931
157,180.00000000,-82.35010000,36929 36932 41090 41096
158,190.00000000,-82.35010000,41089 41091
159,200.00000000,-82.35010000,41006 41092
160,210.00000000,-82.35010000,41005 41007
161,220.00000000,-82.35010000,41010 41011 41016
162,230.00000000,-82.35010000,41009 41012
163,240.00000000,-82.35010000,40990 40991
164,250.00000000,-82.35010000,40989 41032
165,260.00000000,-82.35010000,41026 41027
166,270.00000000,-82.35010000,41025 41028 45186 45192
167,280.00000000,-82.35010000,45185 45187
168,290.00000000,-82.35010000,45102 45188
169,300.00000000,-82.35010000,45101 45103
170,310.00000000,-82.35010000,45106 45107 45112
171,320.00000000,-82.35010000,45105 45108
172,330.00000000,-82.35010000,45086 45087
173,340.00000000,-82.35010000,45085 45128
174,350.00000000,-82.35010000,45122 45123
175,4.50660395,-81.45010000,32906
176,13.50660395,-81.45010000,32905
177,22.50660395,-81.45010000,32901 32902
178,31.50660395,-81.45010000,32826
179,40.50660395,-81.45010000,32825
180,49.50660395,-81.45010000,32822
181,58.50660395,-81.45010000,32821
182,67.50660395,-81.45010000,32841 32842
183,76.50660395,-81.45010000,32838
184,85.50660395,-81.45010000,32837
185,94.50660395,-81.45010000,37002
186,103.50660395,-81.45010000,37001
187,112.50660395,-81.45010000,36997 36998
188,121.50660395,-81.45010000,36922
189,130.50660395,-81.45010000,36921
190,139.50660395,-81.45010000,36918
191,148.50660395,-81.45010000,36917
192,157.50660395,-81.45010000,36937 36938
193,166.50660395,-81.45010000,36934
194,175.50660395,-81.45010000,36933
195,184.50660395,-81.45010000,41098
196,193.50660395,-81.45010000,41097
197,202.50660395,-81.45010000,41093 41094
198,211.50660395,-81.45010000,41018
199,220.50660395,-81.45010000,41017
200,229.50660395,-81.45010000,41014
201,238.50660395,-81.45010000,41013
202,247.50660395,-81.45010000,41033 41034
203,256.50660395,-81.45010000,41030
204,265.50660395,-81.45010000,41029
205,274.50660395,-81.45010000,45194
206,283.50660395,-81.45010000,45193
207,292.50660395,-81.45010000,45189 45190
208,301.50660395,-81.45010000,45114
209,310.50660395,-81.45010000,45113
210,319.50660395,-81.45010000,45110
211,328.50660395,-81.45010000,45109
212,337.50660395,-81.45010000,45129 45130
213,346.50660395,-81.45010000,45126
214,355.50660395,-81.45010000,45125
215,0.00000000,-80.55010000,32928 45136
216,8.00000000,-80.55010000,32907
217,16.00000000,-80.55010000,32908
218,24.00000000,-80.55010000,32903
219,32.00000000,-80.55010000,32912
220,40.00000000,-80.55010000,32827
221,48.00000000,-80.55010000,32823 32828
222,56.00000000,-80.55010000,32864
223,64.00000000,-80.55010000,32843
224,72.00000000,-80.55010000,32844
225,80.00000000,-80.55010000,32839
226,88.00000000,-80.55010000,32848
227,96.00000000,-80.55010000,37024
228,104.00000000,-80.55010000,37003 37004
229,112.00000000,-80.55010000,36999
230,120.00000000,-80.55010000,37008
231,128.00000000,-80.55010000,36923
232,136.00000000,-80.55010000,36924
233,144.00000000,-80.55010000,36919
234,152.00000000,-80.55010000,36939 36960
235,160.00000000,-80.55010000,36940
236,168.00000000,-80.55010000,36935
237,176.00000000,-80.55010000,36944
238,184.00000000,-80.55010000,41120
239,192.00000000,-80.55010000,41099
240,200.00000000,-80.55010000,41100
241,208.00000000,-80.55010000,41095 41104
242,216.00000000,-80.55010000,41019
243,224.00000000,-80.55010000,41020
244,232.00000000,-80.55010000,41015
245,240.00000000,-80.55010000,41056
246,248.00000000,-80.55010000,41035
247,256.00000000,-80.55010000,41031 41036
248,264.00000000,-80.55010000,41040
249,272.00000000,-80.55010000,45216
250,280.00000000,-80.55010000,45195
251,288.00000000,-80.55010000,45196
252,296.00000000,-80.55010000,45191
253,304.00000000,-80.55010000,45200
254,312.00000000,-80.55010000,45115 45116
255,320.00000000,-80.55010000,45111
256,328.00000000,-80.55010000,45152
257,336.00000000,-80.55010000,45131
258,344.00000000,-80.55010000,45132
259,352.00000000,-80.55010000,45127
260,3.72928649,-79.65010000,32930
261,11.07622527,-79.65010000,32929
262,18.42316404,-79.65010000,32910
263,25.77010282,-79.65010000,32909 32914
264,33.11704159,-79.65010000,32913
265,40.46398037,-79.65010000,32830
266,47.81091915,-79.65010000,32829
267,55.15785792,-79.65010000,32866
268,62.50479670,-79.65010000,32865
269,69.85173547,-79.65010000,32846
270,77.19867425,-79.65010000,32845 32850
271,84.54561302,-79.65010000,32849
272,91.89255180,-79.65010000,37026
273,99.23949057,-79.65010000,37025
274,106.58642935,-79.65010000,37006
275,113.93336812,-79.65010000,37005
276,121.28030690,-79.65010000,37010
277,128.62724568,-79.65010000,36926 37009
278,135.97418445,-79.65010000,36925
279,143.32112323,-79.65010000,36962
280,150.66806200,-79.65010000,36961
281,158.01500078,-79.65010000,36942
282,165.36193955,-79.65010000,36941
283,172.70887833,-79.65010000,36946
284,180.05581710,-79.65010000,36945 41122
285,187.40275588,-79.65010000,41121
286,194.74969466,-79.65010000,41102
287,202.09663343,-79.65010000,41101
288,209.44357221,-79.65010000,41106
289,216.79051098,-79.65010000,41105
290,224.13744976,-79.65010000,41022
291,231.48438853,-79.65010000,41021 41058
292,238.83132731,-79.65010000,41057
293,246.17826608,-79.65010000,41038
294,253.52520486,-79.65010000,41037
295,260.87214364,-79.65010000,41042
296,268.21908241,-79.65010000,41041
297,275.56602119,-79.65010000,45218
298,282.91295996,-79.65010000,45198 45217
299,290.25989874,-79.65010000,45197
300,297.60683751,-79.65010000,45202
301,304.95377629,-79.65010000,45201
302,312.30071506,-79.65010000,45118
303,319.64765384,-79.65010000,45117
304,326.99459261,-79.65010000,45154
305,334.34153139,-79.65010000,45134 45153
306,341.68847017,-79.65010000,45133
307,349.03540894,-79.65010000,45138
308,356.38234772,-79.65010000,45137
309,0.00000000,-78.75010000,32936 45140
310,6.79245283,-78.75010000,32931
311,13.58490566,-78.75010000,32932
312,20.37735849,-78.75010000,32911
313,27.16981132,-78.75010000,32920 32922
314,33.96226415,-78.75010000,32915
315,40.75471698,-78.75010000,32916
316,47.54716981,-78.75010000,32831
317,54.33962264,-78.75010000,32867 32872
318,61.13207547,-78.75010000,32868
319,67.92452830,-78.75010000,32847
320,74.71698113,-78.75010000,32856
321,81.50943396,-78.75010000,32851
322,88.30188679,-78.75010000,32852
323,95.09433962,-78.75010000,37032
324,101.88679245,-78.75010000,37027 37028
325,108.67924528,-78.75010000,37007
326,115.47169811,-78.75010000,37016
327,122.26415094,-78.75010000,37011
328,129.05660377,-78.75010000,37012
329,135.84905660,-78.75010000,36927
330,142.64150943,-78.75010000,36968
331,149.43396226,-78.75010000,36963
332,156.22641509,-78.75010000,36943 36964
333,163.01886792,-78.75010000,36952
334,169.81132075,-78.75010000,36947
335,176.60377358,-78.75010000,36948
336,183.39622642,-78.75010000,41128
337,190.18867925,-78.75010000,41123
338,196.98113208,-78.75010000,41124
339,203.77358491,-78.75010000,41103 41112
340,210.56603774,-78.75010000,41107
341,217.35849057,-78.75010000,41108
342,224.15094340,-78.75010000,41023
343,230.94339623,-78.75010000,41064
344,237.73584906,-78.75010000,41059
345,244.52830189,-78.75010000,41060
346,251.32075472,-78.75010000,41039
347,258.11320755,-78.75010000,41043 41048
348,264.90566038,-78.75010000,41044
349,271.69811321,-78.75010000,45224
350,278.49056604,-78.75010000,45219
351,285.28301887,-78.75010000,45220
352,292.07547170,-78.75010000,45199
353,298.86792453,-78.75010000,45208
354,305.66037736,-78.75010000,45203 45204
355,312.45283019,-78.75010000,45119
356,319.24528302,-78.75010000,45160
357,326.03773585,-78.75010000,45155
358,332.83018868,-78.75010000,45156 45157
359,339.62264151,-78.75010000,45135
360,346.41509434,-78.75010000,45144
361,353.20754717,-78.75010000,45139
362,3.18335074,-77.85010000,32938 33280
363,9.49914021,-77.85010000,32937 32939
364,15.81492968,-77.85010000,32934 32935 32940
365,22.13071916,-77.85010000,32933 32944
366,28.44650863,-77.85010000,32921 32923
367,34.76229810,-77.85010000,32918 32924
368,41.07808758,-77.85010000,32917 32919
369,47.39387705,-77.85010000,32874 32875 32960
370,53.70966653,-77.85010000,32873 32876
371,60.02545600,-77.85010000,32870 32871
372,66.34124547,-77.85010000,32869 32880
373,72.65703495,-77.85010000,32858 32859
374,78.97282442,-77.85010000,32854 32855 32857 32860
375,85.28861389,-77.85010000,32853 33024
376,91.60440337,-77.85010000,37034 37376
377,97.92019284,-77.85010000,37033 37035
378,104.23598231,-77.85010000,37030 37036
379,110.55177179,-77.85010000,37029 37031
380,116.86756126,-77.85010000,37018 37019 37040
381,123.18335074,-77.85010000,37017 37020
382,129.49914021,-77.85010000,37013 37014 37015
383,135.81492968,-77.85010000,36970 37056
384,142.13071916,-77.85010000,36969 36971
385,148.44650863,-77.85010000,36966 36967 36972
386,154.76229810,-77.85010000,36965 36976
387,161.07808758,-77.85010000,36954 36955
388,167.39387705,-77.85010000,36953 36956
389,173.70966653,-77.85010000,36950 36951
390,180.02545600,-77.85010000,36949 37120 41130 41472
391,186.34124547,-77.85010000,41129 41131
392,192.65703495,-77.85010000,41126 41132
393,198.97282442,-77.85010000,41125 41127
394,205.28861389,-77.85010000,41114 41136
395,211.60440337,-77.85010000,41113 41115 41116
396,217.92019284,-77.85010000,41110 41111
397,224.23598231,-77.85010000,41109 41152
398,230.55177179,-77.85010000,41065 41066 41067
399,236.86756126,-77.85010000,41062 41068
400,243.18335074,-77.85010000,41061 41063 41072
401,249.49914021,-77.85010000,41050 41051
402,255.81492968,-77.85010000,41049 41052
403,262.13071916,-77.85010000,41046 41047
404,268.44650863,-77.85010000,41045 41216
405,274.76229810,-77.85010000,45226 45568
406,281.07808758,-77.85010000,45222 45225 45228
407,287.39387705,-77.85010000,45221 45223
408,293.70966653,-77.85010000,45210 45232
409,300.02545600,-77.85010000,45209 45211
410,306.34124547,-77.85010000,45206 45212
411,312.65703495,-77.85010000,45205 45207 45248
412,318.97282442,-77.85010000,45162 45163
413,325.28861389,-77.85010000,45161 45164
414,331.60440337,-77.85010000,45158 45159
415,337.92019284,-77.85010000,45146 45168
416,344.23598231,-77.85010000,45145 45147 45148
417,350.55177179,-77.85010000,45142 45143
418,356.86756126,-77.85010000,45141 45312
419,0.00000000,-76.95010000,33282 45313
420,5.90163934,-76.95010000,33281
421,11.80327869,-76.95010000,32942
422,17.70491803,-76.95010000,32941
423,23.60655738,-76.95010000,32946
424,29.50819672,-76.95010000,32945
425,35.40983607,-76.95010000,32925 32926
426,41.31147541,-76.95010000,32962
427,47.21311475,-76.95010000,32961
428,53.11475410,-76.95010000,32878
429,59.01639344,-76.95010000,32877
430,64.91803279,-76.95010000,32881 32882
431,70.81967213,-76.95010000,32862
432,76.72131148,-76.95010000,32861
433,82.62295082,-76.95010000,33026
434,88.52459016,-76.95010000,33025
435,94.42622951,-76.95010000,37378
436,100.32786885,-76.95010000,37038 37377
437,106.22950820,-76.95010000,37037
438,112.13114754,-76.95010000,37042
439,118.03278689,-76.95010000,37041
440,123.93442623,-76.95010000,37022
441,129.83606557,-76.95010000,37021 37058
442,135.73770492,-76.95010000,37057
443,141.63934426,-76.95010000,36974
444,147.54098361,-76.95010000,36973
445,153.44262295,-76.95010000,36978
446,159.34426230,-76.95010000,36977
447,165.24590164,-76.95010000,36957 36958
448,171.14754098,-76.95010000,37122
449,177.04918033,-76.95010000,37121
450,182.95081967,-76.95010000,41474
451,188.85245902,-76.95010000,41473
452,194.75409836,-76.95010000,41133 41134
453,200.65573770,-76.95010000,41138
454,206.55737705,-76.95010000,41137
455,212.45901639,-76.95010000,41118
456,218.36065574,-76.95010000,41117
457,224.26229508,-76.95010000,41154
458,230.16393443,-76.95010000,41070 41153
459,236.06557377,-76.95010000,41069
460,241.96721311,-76.95010000,41074
461,247.86885246,-76.95010000,41073
462,253.77049180,-76.95010000,41054
463,259.67213115,-76.95010000,41053 41218
464,265.57377049,-76.95010000,41217
465,271.47540984,-76.95010000,45570
466,277.37704918,-76.95010000,45227 45569
467,283.27868852,-76.95010000,45230
468,289.18032787,-76.95010000,45229
469,295.08196721,-76.95010000,45233 45234
470,300.98360656,-76.95010000,45214
471,306.88524590,-76.95010000,45213
472,312.78688525,-76.95010000,45250
473,318.68852459,-76.95010000,45249
474,324.59016393,-76.95010000,45165 45166
475,330.49180328,-76.95010000,45170
476,336.39344262,-76.95010000,45169
477,342.29508197,-76.95010000,45150
478,348.19672131,-76.95010000,45149
479,354.09836066,-76.95010000,45314
480,2.77923691,-76.05010000,33288
481,8.31769845,-76.05010000,33283
482,13.85615999,-76.05010000,32943 33284
483,19.39462153,-76.05010000,32952
484,24.93308307,-76.05010000,32947
485,30.47154460,-76.05010000,32948
486,36.01000614,-76.05010000,32927
487,41.54846768,-76.05010000,32968
488,47.08692922,-76.05010000,32963 32964
489,52.62539076,-76.05010000,32879
490,58.16385230,-76.05010000,32888
491,63.70231384,-76.05010000,32883
492,69.24077537,-76.05010000,32884
493,74.77923691,-76.05010000,32863
494,80.31769845,-76.05010000,33027 33032
495,85.85615999,-76.05010000,33028
496,91.39462153,-76.05010000,37384
497,96.93308307,-76.05010000,37379
498,102.47154460,-76.05010000,37380
499,108.01000614,-76.05010000,37039
500,113.54846768,-76.05010000,37043 37048
501,119.08692922,-76.05010000,37044
502,124.62539076,-76.05010000,37023
503,130.16385230,-76.05010000,37064
504,135.70231384,-76.05010000,37059
505,141.24077537,-76.05010000,37060
506,146.77923691,-76.05010000,36975 36984
507,152.31769845,-76.05010000,36979
508,157.85615999,-76.05010000,36980
509,163.39462153,-76.05010000,36959
510,168.93308307,-76.05010000,37128
511,174.47154460,-76.05010000,37123
512,180.01000614,-76.05010000,37124 41480
513,185.54846768,-76.05010000,41475
514,191.08692922,-76.05010000,41476
515,196.62539076,-76.05010000,41135
516,202.16385230,-76.05010000,41144
517,207.70231384,-76.05010000,41139
518,213.24077537,-76.05010000,41119 41140
519,218.77923691,-76.05010000,41160
520,224.31769845,-76.05010000,41155
521,229.85615999,-76.05010000,41156
522,235.39462153,-76.05010000,41071
523,240.93308307,-76.05010000,41080
524,246.47154460,-76.05010000,41075 41076
525,252.01000614,-76.05010000,41055
526,257.54846768,-76.05010000,41224
527,263.08692922,-76.05010000,41219
528,268.62539076,-76.05010000,41220
529,274.16385230,-76.05010000,45576
530,279.70231384,-76.05010000,45571 45572
531,285.24077537,-76.05010000,45231
532,290.77923691,-76.05010000,45240
533,296.31769845,-76.05010000,45235
534,301.85615999,-76.05010000,45236
535,307.39462153,-76.05010000,45215
536,312.93308307,-76.05010000,45251 45256
537,318.47154460,-76.05010000,45252
538,324.01000614,-76.05010000,45167
539,329.54846768,-76.05010000,45176
540,335.08692922,-76.05010000,45171
541,340.62539076,-76.05010000,45172
542,346.16385230,-76.05010000,45151 45320
543,351.70231384,-76.05010000,45315
544,357.24077537,-76.05010000,45316
545,0.00000000,-75.15010000,33290 45317
546,5.21739130,-75.15010000,33289
547,10.43478261,-75.15010000,33286
548,15.65217391,-75.15010000,33285
549,20.86956522,-75.15010000,32954
550,26.08695652,-75.15010000,32953
551,31.30434783,-75.15010000,32949 32950
552,36.52173913,-75.15010000,32970
553,41.73913043,-75.15010000,32969
554,46.95652174,-75.15010000,32966
555,52.17391304,-75.15010000,32965
556,57.39130435,-75.15010000,32890
557,62.60869565,-75.15010000,32889
558,67.82608696,-75.15010000,32885 32886
559,73.04347826,-75.15010000,33034
560,78.26086957,-75.15010000,33033
561,83.47826087,-75.15010000,33030
562,88.69565217,-75.15010000,33029
563,93.91304348,-75.15010000,37386
564,99.13043478,-75.15010000,37382 37385
565,104.34782609,-75.15010000,37381
566,109.56521739,-75.15010000,37050
567,114.78260870,-75.15010000,37049
568,120.00000000,-75.15010000,37046
569,125.21739130,-75.15010000,37045
570,130.43478261,-75.15010000,37065 37066
571,135.65217391,-75.15010000,37062
572,140.86956522,-75.15010000,37061
573,146.08695652,-75.15010000,36986
574,151.30434783,-75.15010000,36985
575,156.52173913,-75.15010000,36982
576,161.73913043,-75.15010000,36981 37130
577,166.95652174,-75.15010000,37129
578,172.17391304,-75.15010000,37126
579,177.39130435,-75.15010000,37125
580,182.60869565,-75.15010000,41482
581,187.82608696,-75.15010000,41481
582,193.04347826,-75.15010000,41478
583,198.26086957,-75.15010000,41146 41477
584,203.47826087,-75.15010000,41145
585,208.69565217,-75.15010000,41142
586,213.91304348,-75.15010000,41141
587,219.13043478,-75.15010000,41162
588,224.34782609,-75.15010000,41161
589,229.56521739,-75.15010000,41157 41158
590,234.78260870,-75.15010000,41082
591,240.00000000,-75.15010000,41081
592,245.21739130,-75.15010000,41078
593,250.43478261,-75.15010000,41077
594,255.65217391,-75.15010000,41226
595,260.86956522,-75.15010000,41222 41225
596,266.08695652,-75.15010000,41221
597,271.30434783,-75.15010000,45578
598,276.52173913,-75.15010000,45577
599,281.73913043,-75.15010000,45574
600,286.95652174,-75.15010000,45573
601,292.17391304,-75.15010000,45241 45242
602,297.39130435,-75.15010000,45238
603,302.60869565,-75.15010000,45237
604,307.82608696,-75.15010000,45258
605,313.04347826,-75.15010000,45257
606,318.26086957,-75.15010000,45254
607,323.47826087,-75.15010000,45253
608,328.69565217,-75.15010000,45177 45178
609,333.91304348,-75.15010000,45174
610,339.13043478,-75.15010000,45173
611,344.34782609,-75.15010000,45322
612,349.56521739,-75.15010000,45321
613,354.78260870,-75.15010000,45318
614,2.46832831,-74.25010000,33312 33314
615,7.39983516,-74.25010000,33291 33313
616,12.33134201,-74.25010000,33292 33293 33294
617,17.26284886,-74.25010000,33287 33296 33298
618,22.19435571,-74.25010000,32955 33297
619,27.12586255,-74.25010000,32956 32958
620,32.05736940,-74.25010000,32951 32957
621,36.98887625,-74.25010000,32992 32993 32994
622,41.92038310,-74.25010000,32971 32974
623,46.85188995,-74.25010000,32967 32972 32973
624,51.78339680,-74.25010000,32976 32978
625,56.71490365,-74.25010000,32891 32977
626,61.64641050,-74.25010000,32892 32893 32894
627,66.57791735,-74.25010000,32887 33058
628,71.50942420,-74.25010000,33056 33057
629,76.44093105,-74.25010000,33035 33038
630,81.37243790,-74.25010000,33031 33036 33037
631,86.30394475,-74.25010000,33040 33041
632,91.23545160,-74.25010000,37408 37410
633,96.16695844,-74.25010000,37387 37409
634,101.09846529,-74.25010000,37388 37390
635,106.02997214,-74.25010000,37383 37389 37394
636,110.96147899,-74.25010000,37392 37393
637,115.89298584,-74.25010000,37051 37052 37054
638,120.82449269,-74.25010000,37047 37053
639,125.75599954,-74.25010000,37088 37090
640,130.68750639,-74.25010000,37067 37070 37089
641,135.61901324,-74.25010000,37068 37069
642,140.55052009,-74.25010000,37063 37074
643,145.48202694,-74.25010000,36987 37072 37073
644,150.41353379,-74.25010000,36988 36990
645,155.34504064,-74.25010000,36983 36989 37154
646,160.27654749,-74.25010000,37152 37153
647,165.20805434,-74.25010000,37131 37134
648,170.13956118,-74.25010000,37132 37133
649,175.07106803,-74.25010000,37127 37138
650,180.00257488,-74.25010000,37136 37137 41504 41506
651,184.93408173,-74.25010000,41483 41505
652,189.86558858,-74.25010000,41484 41486
653,194.79709543,-74.25010000,41479 41485
654,199.72860228,-74.25010000,41488 41490
655,204.66010913,-74.25010000,41147 41150 41489
656,209.59161598,-74.25010000,41148 41149
657,214.52312283,-74.25010000,41143 41184 41186
658,219.45462968,-74.25010000,41163 41185
659,224.38613653,-74.25010000,41164 41166
660,229.31764338,-74.25010000,41159 41165 41170
661,234.24915023,-74.25010000,41168 41169
662,239.18065707,-74.25010000,41083 41086
663,244.11216392,-74.25010000,41079 41084 41085
664,249.04367077,-74.25010000,41248 41250
665,253.97517762,-74.25010000,41227 41230 41249
666,258.90668447,-74.25010000,41228 41229
667,263.83819132,-74.25010000,41223 41234
668,268.76969817,-74.25010000,41232 41233
669,273.70120502,-74.25010000,45600 45602
670,278.63271187,-74.25010000,45579 45580 45582
671,283.56421872,-74.25010000,45575 45581
672,288.49572557,-74.25010000,45584 45586
673,293.42723242,-74.25010000,45243 45585
674,298.35873927,-74.25010000,45244 45245 45246
675,303.29024612,-74.25010000,45239 45282
676,308.22175297,-74.25010000,45280 45281
677,313.15325981,-74.25010000,45259 45260 45262
678,318.08476666,-74.25010000,45255 45261
679,323.01627351,-74.25010000,45264 45265 45266
680,327.94778036,-74.25010000,45179 45182
681,332.87928721,-74.25010000,45180 45181
682,337.81079406,-74.25010000,45175 45346
683,342.74230091,-74.25010000,45323 45344 45345
684,347.67380776,-74.25010000,45324 45325 45326
685,352.60531461,-74.25010000,45319 45330
686,357.53682146,-74.25010000,45328 45329
687,0.00000000,-73.35010000,33320 45332
688,4.67532468,-73.35010000,33315
689,9.35064935,-73.35010000,33316
690,14.02597403,-73.35010000,33295
691,18.70129870,-73.35010000,33304
692,23.37662338,-73.35010000,33299 33300
693,28.05194805,-73.35010000,32959
694,32.72727273,-73.35010000,33000
695,37.40259740,-73.35010000,32995
696,42.07792208,-73.35010000,32996
697,46.75324675,-73.35010000,32975 32984
698,51.42857143,-73.35010000,32979
699,56.10389610,-73.35010000,32980
700,60.77922078,-73.35010000,32895
701,65.45454545,-73.35010000,33064
702,70.12987013,-73.35010000,33059 33060
703,74.80519481,-73.35010000,33039
704,79.48051948,-73.35010000,33048
705,84.15584416,-73.35010000,33042 33043
706,88.83116883,-73.35010000,33044
707,93.50649351,-73.35010000,37416
708,98.18181818,-73.35010000,37411 37412
709,102.85714286,-73.35010000,37391
710,107.53246753,-73.35010000,37400
711,112.20779221,-73.35010000,37395
712,116.88311688,-73.35010000,37396
713,121.55844156,-73.35010000,37055 37096
714,126.23376623,-73.35010000,37091
715,130.90909091,-73.35010000,37092
716,135.58441558,-73.35010000,37071
717,140.25974026,-73.35010000,37080
718,144.93506494,-73.35010000,37075 37076
719,149.61038961,-73.35010000,36991
